date,temperature,humidity,wind_speed
2025-02-17 16:50:44,17,77,5
2025-02-17 16:50:45,17,77,5
2025-02-17 16:50:46,17,77,5
2025-02-17 16:50:47,17,77,5
2025-02-17 16:50:49,17,77,5
2025-02-17 16:50:50,17,77,5
2025-02-17 16:50:51,17,77,5
2025-02-17 16:50:52,17,77,5
2025-02-17 16:50:53,17,77,5
2025-02-17 16:50:55,17,77,5
